"","edo","mun","loc","cons","s7c7ep01","s7c7ep02","s7c7ep03i","s7c7ep04ai","s7c7ep04bi","s7c7ep04ci","s7c7ep05i","s7c7ep06i","s7c7ep03ii","s7c7ep04aii","s7c7ep04bii","s7c7ep04cii","s7c7ep05ii","s7c7ep06ii","s7c7ep03iii","s7c7ep04aiii","s7c7ep04biii","s7c7ep04ciii","s7c7ep05iii","s7c7ep06iii","s7c7ep07","s7c7ep08i","s7c7ep09i","s7c7ep10i","s7c7ep11i","s7c7ep12i_lc","s7c7ep12i_lit","s7c7ep13i_mc","s7c7ep13i_mit","s7c7ep14i_edo","s7c7ep08ii","s7c7ep09ii","s7c7ep10ii","s7c7ep11ii","s7c7ep12ii_lc","s7c7ep12ii_lit","s7c7ep13ii_mc","s7c7ep13ii_mit","s7c7ep14ii_edo","s7c7ep08iii","s7c7ep09iii","s7c7ep10iii","s7c7ep11iii","s7c7ep12iii_lc","s7c7ep12iii_lit","s7c7ep13iii_mc","s7c7ep13iii_mit","s7c7ep14iii_edo","s7c7fp01","s7c7fp02","s7c7fp03","s7c7fp04","s7c7fp05","s7c7fp06","s7c7fp07","s7c7fp08","s7c7gp01","s7c7gp02","s7c7gp03a","s7c7gp03b","s7c7gp03c","s7c7gp03d","s7c7gp03e","s7c7gp04a","s7c7gp04b","s7c7gp04c","s7c7gp04d","s7c7gp04e","s7c7gp04_ca","s7c7gp04_cb","s7c7gp04_cc","s7c7gp04_cd","s7c7gp04_ce","s7c7gp05a","s7c7gp05b","s7c7gp05c","s7c7gp05d","s7c7gp05e","s7c7gp06a","s7c7gp06b","s7c7gp06c","s7c7gp06d","s7c7gp06e","s7c7gp07","s7c7gp08","s7c7gp09","s7c7gp09_c","s7c7gp10","s7c7gp11","s7c7gp12","s7c7gp12_c","s7c7gp13","s7c7hp01","s7c7hp02","s7c7hp03","s7c7hp04","s7c7hp05","s7c7hp06","s7c7hp07","s7c7hp08","s7c7hp09_lc","s7c7hp09_lit","s7c7hp10_mc","s7c7hp10_mit","s7c7hp11_edo","estrato","ponderador"
"40",18,15,73,2075,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,30,12,2,1,"SANTIAGO IXCUINTLA",15,"SANTIAGO IXCUINTLA",18,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,1,88888,NA,NA,0,0,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,1,1,100,1,12,0,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"41",32,54,13,2000,5,1,16,1,2,NA,8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,3,NA,2,NA,800,0,5,1,1,4,NA,NA,NA,5,5,NA,NA,NA,1,1,NA,NA,NA,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"42",5,30,73,1554,2,1,13,88888,1,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,3,NA,2,NA,0,0,2,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,1500,1,NA,"",NA,"",NA,1,994.5117739403
"43",32,54,13,1989,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,3,NA,2,NA,0,0,5,1,1,3,NA,NA,NA,5,3,NA,NA,NA,1,1,NA,NA,NA,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"44",15,124,121,149,5,1,19,75,1,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,1,88888,NA,NA,0,0,5,1,1,2,NA,NA,NA,10,20,NA,NA,NA,2,2,NA,NA,NA,1,6,NA,NA,NA,3,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,1,0,NA,NA,"",NA,"",NA,1,994.5117739403
"45",24,19,44,1696,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,150,12,2,1,"SAN CIRO DE ACOSTA",27,"SAN CIRO DE ACOSTA",24,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,3,NA,2,NA,0,0,2,1,2,4,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"46",21,164,7,2923,1,1,13,40,1,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,1,2,NA,2,NA,2000,1000,1,1,1,2,3,NA,NA,4,4,4,NA,NA,1,1,1,NA,NA,7,7,7,NA,NA,12,12,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"47",11,46,49,1809,5,1,13,40,1,NA,12,88888,16,40,1,NA,12,88888,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,3,NA,2,NA,1200,200,5,1,1,4,NA,NA,NA,3,6,NA,NA,NA,1,1,NA,NA,NA,3,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,1,0,NA,NA,"",NA,"",NA,2,1914.9769291965
"48",19,17,77,1486,5,1,16,1,9,3,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,1,780,NA,NA,200,0,5,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,1,500,1,NA,"",NA,"",NA,2,1914.9769291965
"49",21,16,3,765,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,1,1000,NA,NA,0,0,2,1,1,NA,NA,NA,NA,60,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"50",15,124,53,227,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,120,12,1,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,2,NA,2,NA,0,0,5,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,1,0,NA,NA,"",NA,"",NA,1,994.5117739403
"51",30,124,42,515,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,1,500,NA,NA,0,0,5,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"52",21,16,3,768,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,1,50,NA,NA,0,0,5,1,1,NA,NA,NA,NA,15,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,1,1000,2,1,"AQUIXTLA",16,"AQUIXTLA",21,2,1914.9769291965
"53",25,11,816,1131,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,1,3,NA,2,NA,500,0,1,1,2,NA,NA,NA,NA,15,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"54",11,46,9,1823,2,1,16,7,9,20,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,1,88888,NA,NA,200,0,2,1,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"55",24,19,44,1708,2,1,13,10,1,NA,10,88888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,2,NA,2,NA,0,0,2,1,1,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"56",18,15,36,2052,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,6,12,1,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,3,NA,2,NA,0,0,2,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"57",24,19,44,1703,2,1,16,6,1,NA,5,88888,13,1,1,NA,12,88888,NA,NA,NA,NA,NA,NA,1,13,50,12,1,NA,"",NA,"",NA,22,50,7,1,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,1,88888,NA,NA,250,0,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"58",15,124,32,205,5,1,13,10,18,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,88888,NA,NA,NA,270,0,5,1,1,2,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"59",30,159,26,968,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,2,NA,2,NA,200,200,5,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,10,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"60",8,7,1,1052,1,1,13,3,1,NA,12,6,3,3,7,22222,12,50,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,1,88888,NA,NA,NA,1500,0,1,1,1,2,NA,NA,NA,3,30,NA,NA,NA,1,2,NA,NA,NA,7,7,NA,NA,NA,12,12,NA,NA,NA,1,2,900,2,2,0,NA,NA,NA,1,1,3000,2,NA,1,2000,2,1,"HIDALGO DE PARRAL",32,"HIDALGO DEL PARRAL",8,2,1914.9769291965
"61",24,19,44,1718,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,300,1,2,1,"ARROYO SECO",3,"ARROYO SECO",22,22,300,1,2,1,"ARROYO SECO",3,"ARROYO SECO",22,NA,NA,NA,NA,NA," ",NA," ",NA,1,1,3,NA,2,NA,320,180,1,1,1,3,NA,NA,NA,7,7,NA,NA,NA,1,1,NA,NA,NA,6,6,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"62",20,260,2,2168,1,1,19,8,12,5,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,100,2,1,NA,"",NA,"",NA,19,160,2,1,NA,"",NA,"",NA,19,50,2,1,NA," ",NA," ",NA,1,1,3,NA,2,NA,0,0,1,1,2,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"63",15,124,83,89,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,2,NA,2,NA,0,0,2,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"64",11,46,49,1815,2,1,13,2,1,NA,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,3,NA,2,NA,0,0,2,1,1,3,NA,NA,NA,6,6,NA,NA,NA,1,1,NA,NA,NA,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,0,NA,NA,"",NA,"",NA,2,1914.9769291965
"65",7,23,125,2293,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,3,NA,2,NA,0,0,5,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"66",30,29,5,917,2,1,13,8,1,NA,12,5.5,16,15,1,NA,12,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,1,1200,NA,NA,0,0,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"67",20,260,2,2164,1,1,19,1,12,5,12,88888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,1,1,88888,NA,NA,190,0,1,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"68",15,124,53,221,1,1,16,30,7,40,12,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,1,88888,NA,NA,NA,700,350,1,1,2,4,7,NA,NA,20,20,30,NA,NA,2,2,2,NA,NA,7,4,7,NA,NA,12,12,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"69",15,124,83,87,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,1,200,NA,NA,0,0,2,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,0,NA,NA,"",NA,"",NA,1,994.5117739403
"70",15,74,107,270,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,8,12,1,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,1,88888,NA,NA,0,0,2,1,2,NA,NA,NA,NA,20,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"71",15,124,83,98,1,1,16,1,5,50,12,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,1,1,1000,NA,NA,0,0,1,1,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"72",15,124,121,152,5,1,19,8,9,3,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,1,7200,NA,NA,0,0,5,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"73",11,46,49,1801,2,1,13,5,1,NA,12,3.8,16,3,9,20,12,15,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,3,NA,2,NA,200,0,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"74",18,18,13,2101,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,3,NA,2,NA,0,0,2,1,1,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,1000,1,NA,"",NA,"",NA,2,1914.9769291965
"75",27,5,36,1286,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,100,12,1,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,1,1,1,88888,NA,NA,700,200,1,1,1,3,NA,NA,NA,60,60,NA,NA,NA,2,2,NA,NA,NA,7,7,NA,NA,NA,12,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,NA,1,300,1,NA,"",NA,"",NA,1,994.5117739403
"76",15,124,83,92,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,2,NA,2,NA,0,0,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"77",28,17,64,2491,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,3,NA,2,NA,0,0,2,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,1000,1,NA,"",NA,"",NA,2,1914.9769291965
"78",20,260,2,2200,2,1,19,10,12,5,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,3,NA,2,NA,0,0,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,1,1,100,3,NA,0,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,2,1914.9769291965
"79",30,103,2,463,2,1,13,2,1,NA,12,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,2,NA,2,NA,100,0,2,1,1,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,0,NA,NA,"",NA,"",NA,1,994.5117739403
"80",15,124,121,142,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,2,1,1,88888,NA,NA,0,0,2,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,"",NA,"",NA,1,994.5117739403
"81",32,54,13,1991,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA," ",NA," ",NA,5,1,3,NA,2,NA,0,0,5,1,1,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,7,NA,NA,NA,NA,12,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,2,NA,1,0,NA,NA,"",NA,"",NA,2,1914.9769291965
